branch,cutoff_date,area,region,first_date_disbursement,active_borrowers,active_agent,deliquency_rate, outstanding , weekly_disbursement , weekly_new_borrower_per_bp 
POINTID_105,2018-10-20,AREAID_12,REGION_JR1,2018-08-25,310,3,0%, 850 , 180 , 30 
POINTID_47,2018-10-20,AREAID_21,REGION_JR1,2017-09-16,2526,9,0%-1%," 4,550 ", 95 , 4 
POINTID_48,2018-10-20,AREAID_21,REGION_JR1,2017-09-09,1743,8,1%-2.5%," 3,500 ", 95 , -   
POINTID_32,2018-10-20,AREAID_27,REGION_JR1,2017-07-22,1501,8,>10%," 3,200 ", -   ,
POINTID_78,2018-10-20,AREAID_28,REGION_JR1,2018-05-26,783,4,0%," 2,000 ", 280 , 23 
POINTID_66,2018-10-20,AREAID_2,REGION_JR1,2018-05-26,858,4,0%," 2,200 ", 290 , 24 
POINTID_41,2018-10-20,AREAID_27,REGION_JR1,2017-08-19,1042,4,5%-10%," 1,700 ", -   ,
POINTID_65,2018-10-20,AREAID_2,REGION_JR1,2018-05-26,655,3,0%," 1,700 ", 170 , 17 
POINTID_108,2018-10-20,AREAID_28,REGION_JR1,2018-08-18,484,3,0%," 1,350 ", 335 , 38 
POINTID_97,2018-10-20,AREAID_15,REGION_JR1,2018-07-21,507,4,0%," 1,400 ", 145 , 22 
POINTID_79,2018-10-20,AREAID_28,REGION_JR1,2018-08-04,303,2,0%, 800 , 155 , 26 
POINTID_46,2018-10-13,AREAID_21,REGION_JR1,2017-09-16,2046,8,0%-1%,4550,185,8
POINTID_101,2018-10-13,AREAID_15,REGION_JR1,2018-08-04,406,2,0%,1100,75,13
POINTID_49,2018-10-13,AREAID_21,REGION_JR1,2017-09-16,1848,8,2.5%-5%,3550,80,2
POINTID_47,2018-10-13,AREAID_21,REGION_JR1,2017-09-16,2531,8,0%,4600,185,8
POINTID_66,2018-10-13,AREAID_2,REGION_JR1,2018-05-26,764,3,0%,1950,205,20
POINTID_104,2018-10-13,AREAID_12,REGION_JR1,2018-09-15,79,1,0%,200,105,36
POINTID_65,2018-10-13,AREAID_2,REGION_JR1,2018-05-26,606,3,0%,1600,145,13
POINTID_45,2018-10-13,AREAID_21,REGION_JR1,2017-09-16,2281,9,0%-1%,4400,30,0
POINTID_108,2018-10-13,AREAID_28,REGION_JR1,2018-08-18,372,3,0%,1050,220,25
POINTID_41,2018-10-13,AREAID_27,REGION_JR1,2017-08-19,1054,4,5%-10%,1800,10,2
POINTID_111,2018-10-13,AREAID_12,REGION_JR1,2018-09-22,46,2,0%,100,60,11
POINTID_97,2018-10-13,AREAID_15,REGION_JR1,2018-07-21,463,3,0%,1300,105,16
POINTID_33,2018-10-13,AREAID_27,REGION_JR1,2017-07-22,991,4,>10%,2200,0,
POINTID_48,2018-10-13,AREAID_21,REGION_JR1,2017-09-09,1752,8,1%-2.5%,3550,115,4
POINTID_34,2018-10-13,AREAID_27,REGION_JR1,2017-07-15,1887,7,0%,4000,150,9
POINTID_32,2018-10-13,AREAID_27,REGION_JR1,2017-07-22,1512,5,>10%,3300,0,
POINTID_78,2018-10-13,AREAID_28,REGION_JR1,2018-05-26,693,4,0%,1750,245,27
POINTID_42,2018-10-13,AREAID_27,REGION_JR1,2017-09-09,1109,5,1%-2.5%,2200,35,6
POINTID_79,2018-10-13,AREAID_28,REGION_JR1,2018-08-04,252,2,0%,700,15,6
POINTID_105,2018-10-13,AREAID_12,REGION_JR1,2018-08-25,250,3,0%,700,70,24
POINTID_34,2018-10-06,AREAID_27,REGION_JR1,2017-07-15,1854,6,0%,4000,150,7
POINTID_49,2018-10-06,AREAID_21,REGION_JR1,2017-09-16,1842,8,2.5%-5%,3600,30,3
POINTID_41,2018-10-06,AREAID_27,REGION_JR1,2017-08-19,1067,5,5%-10%,1850,0,
POINTID_105,2018-10-06,AREAID_12,REGION_JR1,2018-08-25,224,4,0%,600,70,8
POINTID_97,2018-10-06,AREAID_15,REGION_JR1,2018-07-21,432,2,0%,1250,65,10
POINTID_104,2018-10-06,AREAID_12,REGION_JR1,2018-09-15,43,1,0%,100,40,14
POINTID_47,2018-10-06,AREAID_21,REGION_JR1,2017-09-16,2525,8,0%,4600,90,3
POINTID_42,2018-10-06,AREAID_27,REGION_JR1,2017-09-09,1110,5,1%-2.5%,2250,10,3
POINTID_46,2018-10-06,AREAID_21,REGION_JR1,2017-09-16,1998,8,0%-1%,4500,130,5
POINTID_33,2018-10-06,AREAID_27,REGION_JR1,2017-07-22,996,3,>10%,2250,0,
POINTID_66,2018-10-06,AREAID_2,REGION_JR1,2018-05-26,705,3,0%,1800,300,34
POINTID_48,2018-10-06,AREAID_21,REGION_JR1,2017-09-09,1739,8,1%-2.5%,3550,100,7
POINTID_79,2018-10-06,AREAID_28,REGION_JR1,2018-08-04,246,2,0%,700,105,36
POINTID_65,2018-10-06,AREAID_2,REGION_JR1,2018-05-26,570,3,0%,1450,210,18
POINTID_108,2018-10-06,AREAID_28,REGION_JR1,2018-08-18,298,2,0%,850,110,19
POINTID_111,2018-10-06,AREAID_12,REGION_JR1,2018-09-22,25,3,0%,50,40,7
POINTID_32,2018-10-06,AREAID_27,REGION_JR1,2017-07-22,1527,5,>10%,3400,0,
POINTID_78,2018-10-06,AREAID_28,REGION_JR1,2018-05-26,612,3,0%,1550,95,11
POINTID_101,2018-10-06,AREAID_15,REGION_JR1,2018-08-04,381,2,0%,1050,170,29
POINTID_45,2018-10-06,AREAID_21,REGION_JR1,2017-09-16,2285,8,0%-1%,4550,90,3
POINTID_34,2018-09-29,AREAID_27,REGION_JR1,2017-07-15,1829,6,0%,4000,105,6
POINTID_66,2018-09-29,AREAID_2,REGION_JR1,2018-05-26,604,3,0%,1550,245,28
POINTID_79,2018-09-29,AREAID_28,REGION_JR1,2018-08-04,210,1,0%,600,150,48
POINTID_108,2018-09-29,AREAID_28,REGION_JR1,2018-08-18,260,2,0%,750,80,14
POINTID_111,2018-09-29,AREAID_12,REGION_JR1,2018-09-22,11,1,0%,0,30,11
POINTID_46,2018-09-29,AREAID_21,REGION_JR1,2017-09-16,1978,8,0%,4550,320,12
POINTID_47,2018-09-29,AREAID_21,REGION_JR1,2017-09-16,2518,9,0%,4650,110,6
POINTID_42,2018-09-29,AREAID_27,REGION_JR1,2017-09-09,1117,5,0%-1%,2350,5,2
POINTID_101,2018-09-29,AREAID_15,REGION_JR1,2018-08-04,324,2,0%,900,30,5
POINTID_48,2018-09-29,AREAID_21,REGION_JR1,2017-09-09,1713,8,1%-2.5%,3600,150,5
POINTID_104,2018-09-29,AREAID_12,REGION_JR1,2018-09-15,29,1,0%,50,35,12
POINTID_41,2018-09-29,AREAID_27,REGION_JR1,2017-08-19,1079,4,5%-10%,1950,75,6
POINTID_65,2018-09-29,AREAID_2,REGION_JR1,2018-05-26,517,3,0%,1300,195,22
POINTID_105,2018-09-29,AREAID_12,REGION_JR1,2018-08-25,202,4,0%,550,290,33
POINTID_78,2018-09-29,AREAID_28,REGION_JR1,2018-05-26,580,3,0%,1500,185,21
POINTID_97,2018-09-29,AREAID_15,REGION_JR1,2018-07-21,412,2,0%,1200,235,37
POINTID_33,2018-09-29,AREAID_27,REGION_JR1,2017-07-22,999,3,>10%,2350,0,
POINTID_49,2018-09-29,AREAID_21,REGION_JR1,2017-09-16,1840,8,2.5%-5%,3700,100,6
POINTID_32,2018-09-29,AREAID_27,REGION_JR1,2017-07-22,1534,5,>10%,3550,0,
POINTID_45,2018-09-29,AREAID_21,REGION_JR1,2017-09-16,2271,8,0%-1%,4650,190,9
POINTID_32,2018-09-22,AREAID_27,REGION_JR1,2017-07-22,1543,6,>10%,3650,0,
POINTID_78,2018-09-22,AREAID_28,REGION_JR1,2018-05-26,517,3,0%,1350,205,23
POINTID_41,2018-09-22,AREAID_27,REGION_JR1,2017-08-19,1066,3,5%-10%,1950,45,8
POINTID_108,2018-09-22,AREAID_28,REGION_JR1,2018-08-18,233,2,0%,650,165,27
POINTID_42,2018-09-22,AREAID_27,REGION_JR1,2017-09-09,1124,5,0%-1%,2400,30,9
POINTID_97,2018-09-22,AREAID_15,REGION_JR1,2018-07-21,339,2,0%,950,165,25
POINTID_48,2018-09-22,AREAID_21,REGION_JR1,2017-09-09,1697,8,0%-1%,3550,205,10
POINTID_34,2018-09-22,AREAID_27,REGION_JR1,2017-07-15,1803,6,0%,4000,55,6
POINTID_104,2018-09-22,AREAID_12,REGION_JR1,2018-09-15,17,1,0%,50,50,17
POINTID_45,2018-09-22,AREAID_21,REGION_JR1,2017-09-16,2229,8,0%-1%,4600,200,10
POINTID_79,2018-09-22,AREAID_28,REGION_JR1,2018-08-04,162,1,0%,450,140,24
POINTID_49,2018-09-22,AREAID_21,REGION_JR1,2017-09-16,1824,8,1%-2.5%,3750,130,5
POINTID_66,2018-09-22,AREAID_2,REGION_JR1,2018-05-26,521,3,0%,1300,170,19
POINTID_47,2018-09-22,AREAID_21,REGION_JR1,2017-09-16,2497,8,0%,4700,240,14
POINTID_101,2018-09-22,AREAID_15,REGION_JR1,2018-08-04,314,2,0%,900,80,13
POINTID_46,2018-09-22,AREAID_21,REGION_JR1,2017-09-16,1898,8,0%,4400,340,9
POINTID_33,2018-09-22,AREAID_27,REGION_JR1,2017-07-22,1001,3,>10%,2450,0,
POINTID_65,2018-09-22,AREAID_2,REGION_JR1,2018-05-26,452,3,0%,1100,95,11
POINTID_105,2018-09-22,AREAID_12,REGION_JR1,2018-08-25,105,4,0%,300,115,13
POINTID_46,2018-09-15,AREAID_21,REGION_JR1,2017-09-16,1843,8,0%,4200,285,9
POINTID_65,2018-09-15,AREAID_2,REGION_JR1,2018-05-26,420,3,0%,1050,55,7
POINTID_79,2018-09-15,AREAID_28,REGION_JR1,2018-08-04,114,1,0%,300,30,11
POINTID_42,2018-09-15,AREAID_27,REGION_JR1,2017-09-09,1131,5,0%,2450,5,2
POINTID_101,2018-09-15,AREAID_15,REGION_JR1,2018-08-04,288,2,0%,850,240,39
POINTID_33,2018-09-15,AREAID_27,REGION_JR1,2017-07-22,1007,3,>10%,2500,0,
POINTID_48,2018-09-15,AREAID_21,REGION_JR1,2017-09-09,1664,8,0%-1%,3500,155,5
POINTID_78,2018-09-15,AREAID_28,REGION_JR1,2018-05-26,448,2,0%,1150,105,18
POINTID_41,2018-09-15,AREAID_27,REGION_JR1,2017-08-19,1066,3,5%-10%,1950,5,2
POINTID_45,2018-09-15,AREAID_21,REGION_JR1,2017-09-16,2174,8,0%-1%,4600,70,4
POINTID_105,2018-09-15,AREAID_12,REGION_JR1,2018-08-25,66,3,0%,150,80,28
POINTID_34,2018-09-15,AREAID_27,REGION_JR1,2017-07-15,1799,6,0%,4100,60,5
POINTID_32,2018-09-15,AREAID_27,REGION_JR1,2017-07-22,1553,6,>10%,3800,0,
POINTID_49,2018-09-15,AREAID_21,REGION_JR1,2017-09-16,1805,8,1%-2.5%,3750,135,6
POINTID_97,2018-09-15,AREAID_15,REGION_JR1,2018-07-21,289,2,0%,850,110,17
POINTID_47,2018-09-15,AREAID_21,REGION_JR1,2017-09-16,2419,8,0%,4600,80,7
POINTID_66,2018-09-15,AREAID_2,REGION_JR1,2018-05-26,464,3,0%,1150,85,15
POINTID_108,2018-09-15,AREAID_28,REGION_JR1,2018-08-18,179,2,0%,500,125,21
POINTID_41,2018-09-08,AREAID_27,REGION_JR1,2017-08-19,1067,3,5%-10%,2050,5,2
POINTID_48,2018-09-08,AREAID_21,REGION_JR1,2017-09-09,1650,8,0%-1%,3450,125,9
POINTID_101,2018-09-08,AREAID_15,REGION_JR1,2018-08-04,210,2,0%,600,240,39
POINTID_33,2018-09-08,AREAID_27,REGION_JR1,2017-07-22,1010,3,5%-10%,2600,25,2
POINTID_42,2018-09-08,AREAID_27,REGION_JR1,2017-09-09,1139,5,0%,2550,35,5
POINTID_66,2018-09-08,AREAID_2,REGION_JR1,2018-05-26,435,3,0%,1100,50,9
POINTID_45,2018-09-08,AREAID_21,REGION_JR1,2017-09-16,2156,8,0%-1%,4700,70,3
POINTID_65,2018-09-08,AREAID_2,REGION_JR1,2018-05-26,401,3,0%,1000,60,7
POINTID_79,2018-09-08,AREAID_28,REGION_JR1,2018-08-04,103,1,0%,250,25,5
POINTID_108,2018-09-08,AREAID_28,REGION_JR1,2018-08-18,137,2,0%,400,195,32
POINTID_105,2018-09-08,AREAID_12,REGION_JR1,2018-08-25,38,2,0%,100,85,29
POINTID_34,2018-09-08,AREAID_27,REGION_JR1,2017-07-15,1787,6,0%,4150,35,4
POINTID_49,2018-09-08,AREAID_21,REGION_JR1,2017-09-16,1780,8,1%-2.5%,3750,205,11
POINTID_78,2018-09-08,AREAID_28,REGION_JR1,2018-05-26,412,2,0%,1100,100,16
POINTID_97,2018-09-08,AREAID_15,REGION_JR1,2018-07-21,255,2,0%,750,175,28
POINTID_46,2018-09-08,AREAID_21,REGION_JR1,2017-09-16,1786,8,0%,4050,140,5
POINTID_47,2018-09-08,AREAID_21,REGION_JR1,2017-09-16,2391,8,0%,4700,130,7
POINTID_32,2018-09-08,AREAID_27,REGION_JR1,2017-07-22,1559,6,>10%,3900,10,2
POINTID_49,2018-09-01,AREAID_21,REGION_JR1,2017-09-16,1728,8,1%-2.5%,3650,150,7
POINTID_48,2018-09-01,AREAID_21,REGION_JR1,2017-09-09,1610,8,0%-1%,3450,90,6
POINTID_47,2018-09-01,AREAID_21,REGION_JR1,2017-09-16,2347,8,0%,4700,90,7
POINTID_42,2018-09-01,AREAID_27,REGION_JR1,2017-09-09,1132,5,0%,2600,35,5
POINTID_41,2018-09-01,AREAID_27,REGION_JR1,2017-08-19,1069,3,5%-10%,2100,30,10
POINTID_45,2018-09-01,AREAID_21,REGION_JR1,2017-09-16,2139,8,0%-1%,4800,275,13
POINTID_105,2018-09-01,AREAID_12,REGION_JR1,2018-08-25,9,1,0%,0,25,9
POINTID_33,2018-09-01,AREAID_27,REGION_JR1,2017-07-22,1004,3,2.5%-5%,2650,0,
POINTID_46,2018-09-01,AREAID_21,REGION_JR1,2017-09-16,1763,8,0%,4050,180,8
POINTID_34,2018-09-01,AREAID_27,REGION_JR1,2017-07-15,1778,6,0%,4250,120,9
POINTID_32,2018-09-01,AREAID_27,REGION_JR1,2017-07-22,1556,7,1%-2.5%,4000,35,5
POINTID_78,2018-09-01,AREAID_28,REGION_JR1,2018-05-26,380,2,0%,1000,15,3
POINTID_65,2018-09-01,AREAID_2,REGION_JR1,2018-05-26,381,3,0%,1000,90,11
POINTID_108,2018-09-01,AREAID_28,REGION_JR1,2018-08-18,73,2,0%,200,75,13
POINTID_79,2018-09-01,AREAID_28,REGION_JR1,2018-08-04,94,1,0%,250,125,22
POINTID_97,2018-09-01,AREAID_15,REGION_JR1,2018-07-21,199,2,0%,550,30,5
POINTID_66,2018-09-01,AREAID_2,REGION_JR1,2018-05-26,417,3,0%,1100,95,8
POINTID_101,2018-09-01,AREAID_15,REGION_JR1,2018-08-04,132,2,0%,350,40,7
POINTID_42,2018-08-25,AREAID_27,REGION_JR1,2017-09-09,1122,5,0%,2650,45,4
POINTID_66,2018-08-25,AREAID_2,REGION_JR1,2018-05-26,385,2,0%,1000,105,12
POINTID_79,2018-08-25,AREAID_28,REGION_JR1,2018-08-04,51,1,0%,100,45,16
POINTID_45,2018-08-25,AREAID_21,REGION_JR1,2017-09-16,2054,8,0%-1%,4650,160,7
POINTID_49,2018-08-25,AREAID_21,REGION_JR1,2017-09-16,1698,8,1%-2.5%,3650,95,5
POINTID_46,2018-08-25,AREAID_21,REGION_JR1,2017-09-16,1722,7,0%,4000,270,9
POINTID_101,2018-08-25,AREAID_15,REGION_JR1,2018-08-04,118,2,0%,350,75,12
POINTID_41,2018-08-25,AREAID_27,REGION_JR1,2017-08-19,1062,3,5%-10%,2150,0,
POINTID_65,2018-08-25,AREAID_2,REGION_JR1,2018-05-26,350,2,0%,900,50,18
POINTID_108,2018-08-25,AREAID_28,REGION_JR1,2018-08-18,48,2,0%,100,140,24
POINTID_34,2018-08-25,AREAID_27,REGION_JR1,2017-07-15,1743,6,0%,4250,110,10
POINTID_97,2018-08-25,AREAID_15,REGION_JR1,2018-07-21,189,2,0%,550,20,4
POINTID_33,2018-08-25,AREAID_27,REGION_JR1,2017-07-22,1010,3,1%-2.5%,2750,25,2
POINTID_47,2018-08-25,AREAID_21,REGION_JR1,2017-09-16,2315,9,0%,4750,165,9
POINTID_48,2018-08-25,AREAID_21,REGION_JR1,2017-09-09,1587,8,0%-1%,3500,120,6
POINTID_32,2018-08-25,AREAID_27,REGION_JR1,2017-07-22,1551,8,1%-2.5%,4100,140,8
POINTID_78,2018-08-25,AREAID_28,REGION_JR1,2018-05-26,375,2,0%,1000,105,18
POINTID_48,2018-08-18,AREAID_21,REGION_JR1,2017-09-09,1557,7,0%-1%,3500,105,6
POINTID_46,2018-08-18,AREAID_21,REGION_JR1,2017-09-16,1668,7,0%,3850,195,12
POINTID_42,2018-08-18,AREAID_27,REGION_JR1,2017-09-09,1109,5,0%,2700,110,7
POINTID_66,2018-08-18,AREAID_2,REGION_JR1,2018-05-26,350,1,0%,950,70,12
POINTID_101,2018-08-18,AREAID_15,REGION_JR1,2018-08-04,94,2,0%,250,155,26
POINTID_41,2018-08-18,AREAID_27,REGION_JR1,2017-08-19,1063,5,5%-10%,2250,25,4
POINTID_65,2018-08-18,AREAID_2,REGION_JR1,2018-05-26,332,2,0%,900,105,18
POINTID_34,2018-08-18,AREAID_27,REGION_JR1,2017-07-15,1707,6,0%,4250,65,6
POINTID_78,2018-08-18,AREAID_28,REGION_JR1,2018-05-26,340,2,0%,900,125,22
POINTID_33,2018-08-18,AREAID_27,REGION_JR1,2017-07-22,1006,3,0%-1%,2800,90,7
POINTID_97,2018-08-18,AREAID_15,REGION_JR1,2018-07-21,181,2,0%,550,175,28
POINTID_32,2018-08-18,AREAID_27,REGION_JR1,2017-07-22,1521,7,1%-2.5%,4100,110,6
POINTID_47,2018-08-18,AREAID_21,REGION_JR1,2017-09-16,2259,8,0%,4700,460,23
POINTID_49,2018-08-18,AREAID_21,REGION_JR1,2017-09-16,1671,8,0%-1%,3650,135,8
POINTID_45,2018-08-18,AREAID_21,REGION_JR1,2017-09-16,2009,8,0%-1%,4650,135,4
POINTID_79,2018-08-18,AREAID_28,REGION_JR1,2018-08-04,35,1,0%,100,35,13
POINTID_46,2018-08-11,AREAID_21,REGION_JR1,2017-09-16,1616,7,0%,3750,70,9
POINTID_66,2018-08-11,AREAID_2,REGION_JR1,2018-05-26,326,2,0%,850,145,25
POINTID_34,2018-08-11,AREAID_27,REGION_JR1,2017-07-15,1690,6,0%,4350,110,7
POINTID_79,2018-08-11,AREAID_28,REGION_JR1,2018-08-04,22,1,0%,50,65,22
POINTID_45,2018-08-11,AREAID_21,REGION_JR1,2017-09-16,1982,8,0%-1%,4700,10,5
POINTID_101,2018-08-11,AREAID_15,REGION_JR1,2018-08-04,42,2,0%,100,125,21
POINTID_97,2018-08-11,AREAID_15,REGION_JR1,2018-07-21,126,2,0%,350,180,29
POINTID_48,2018-08-11,AREAID_21,REGION_JR1,2017-09-09,1530,6,0%,3500,185,11
POINTID_47,2018-08-11,AREAID_21,REGION_JR1,2017-09-16,2104,8,0%,4400,410,23
POINTID_33,2018-08-11,AREAID_27,REGION_JR1,2017-07-22,988,3,0%,2800,40,3
POINTID_65,2018-08-11,AREAID_2,REGION_JR1,2018-05-26,297,2,0%,800,110,19
POINTID_49,2018-08-11,AREAID_21,REGION_JR1,2017-09-16,1632,8,0%-1%,3650,145,10
POINTID_32,2018-08-11,AREAID_27,REGION_JR1,2017-07-22,1495,7,0%-1%,4150,130,7
POINTID_42,2018-08-11,AREAID_27,REGION_JR1,2017-09-09,1077,5,0%,2700,35,5
POINTID_78,2018-08-11,AREAID_28,REGION_JR1,2018-05-26,297,2,0%,800,185,21
POINTID_41,2018-08-11,AREAID_27,REGION_JR1,2017-08-19,1055,4,2.5%-5%,2300,35,5
POINTID_32,2018-08-04,AREAID_27,REGION_JR1,2017-07-22,1470,7,0%-1%,4150,20,2
POINTID_41,2018-08-04,AREAID_27,REGION_JR1,2017-08-19,1046,4,2.5%-5%,2350,25,3
POINTID_45,2018-08-04,AREAID_21,REGION_JR1,2017-09-16,1981,9,0%-1%,4850,110,4
POINTID_33,2018-08-04,AREAID_27,REGION_JR1,2017-07-22,988,3,0%,2850,5,2
POINTID_66,2018-08-04,AREAID_2,REGION_JR1,2018-05-26,277,2,0%,750,110,19
POINTID_49,2018-08-04,AREAID_21,REGION_JR1,2017-09-16,1583,8,0%,3600,70,3
POINTID_46,2018-08-04,AREAID_21,REGION_JR1,2017-09-16,1591,6,0%,3800,35,2
POINTID_47,2018-08-04,AREAID_21,REGION_JR1,2017-09-16,1969,7,0%,4100,370,21
POINTID_42,2018-08-04,AREAID_27,REGION_JR1,2017-09-09,1064,5,0%,2750,35,6
POINTID_65,2018-08-04,AREAID_2,REGION_JR1,2018-05-26,260,2,0%,700,50,9
POINTID_48,2018-08-04,AREAID_21,REGION_JR1,2017-09-09,1501,7,0%,3450,125,11
POINTID_97,2018-08-04,AREAID_15,REGION_JR1,2018-07-21,69,2,0%,200,165,27
POINTID_34,2018-08-04,AREAID_27,REGION_JR1,2017-07-15,1660,6,0%,4350,105,7
POINTID_78,2018-08-04,AREAID_28,REGION_JR1,2018-05-26,234,2,0%,650,30,3
POINTID_47,2018-07-28,AREAID_21,REGION_JR1,2017-09-16,1848,6,0%,3850,335,7
POINTID_45,2018-07-28,AREAID_21,REGION_JR1,2017-09-16,1955,8,0%-1%,4850,190,2
POINTID_42,2018-07-28,AREAID_27,REGION_JR1,2017-09-09,1054,4,0%,2800,165,6
POINTID_66,2018-07-28,AREAID_2,REGION_JR1,2018-05-26,239,2,0%,650,95,17
POINTID_41,2018-07-28,AREAID_27,REGION_JR1,2017-08-19,1042,4,2.5%-5%,2400,285,7
POINTID_65,2018-07-28,AREAID_2,REGION_JR1,2018-05-26,242,2,0%,650,100,17
POINTID_48,2018-07-28,AREAID_21,REGION_JR1,2017-09-09,1460,6,0%,3450,390,8
POINTID_32,2018-07-28,AREAID_27,REGION_JR1,2017-07-22,1472,5,0%,4250,235,4
POINTID_97,2018-07-28,AREAID_15,REGION_JR1,2018-07-21,14,1,0%,0,40,14
POINTID_46,2018-07-28,AREAID_21,REGION_JR1,2017-09-16,1585,6,0%,3900,205,9
POINTID_33,2018-07-28,AREAID_27,REGION_JR1,2017-07-22,992,3,0%,2950,115,2
POINTID_49,2018-07-28,AREAID_21,REGION_JR1,2017-09-16,1565,8,0%,3650,175,6
POINTID_34,2018-07-28,AREAID_27,REGION_JR1,2017-07-15,1626,6,0%,4350,360,6
POINTID_78,2018-07-28,AREAID_28,REGION_JR1,2018-05-26,224,2,0%,600,130,11
POINTID_41,2018-07-21,AREAID_27,REGION_JR1,2017-08-19,1017,4,2.5%-5%,2250,5,0
POINTID_42,2018-07-21,AREAID_27,REGION_JR1,2017-09-09,1041,4,0%,2750,95,0
POINTID_66,2018-07-21,AREAID_2,REGION_JR1,2018-05-26,206,2,0%,550,140,24
POINTID_45,2018-07-21,AREAID_21,REGION_JR1,2017-09-16,1944,8,0%,4850,345,2
POINTID_65,2018-07-21,AREAID_2,REGION_JR1,2018-05-26,208,2,0%,550,135,23
POINTID_34,2018-07-21,AREAID_27,REGION_JR1,2017-07-15,1598,6,0%,4200,445,9
POINTID_49,2018-07-21,AREAID_21,REGION_JR1,2017-09-16,1531,8,0%,3600,105,3
POINTID_48,2018-07-21,AREAID_21,REGION_JR1,2017-09-09,1415,6,0%,3250,195,4
POINTID_78,2018-07-21,AREAID_28,REGION_JR1,2018-05-26,181,2,0%,500,100,17
POINTID_33,2018-07-21,AREAID_27,REGION_JR1,2017-07-22,986,3,0%,2950,260,0
POINTID_46,2018-07-21,AREAID_21,REGION_JR1,2017-09-16,1552,8,0%,3800,320,6
POINTID_47,2018-07-21,AREAID_21,REGION_JR1,2017-09-16,1816,5,0%,3700,80,10
POINTID_32,2018-07-21,AREAID_27,REGION_JR1,2017-07-22,1459,6,0%,4200,205,5
POINTID_66,2018-07-14,AREAID_2,REGION_JR1,2018-05-26,158,1,0%,400,80,28
POINTID_45,2018-07-14,AREAID_21,REGION_JR1,2017-09-16,1930,8,0%,4750,160,2
POINTID_65,2018-07-14,AREAID_2,REGION_JR1,2018-05-26,163,2,0%,450,70,24
POINTID_33,2018-07-14,AREAID_27,REGION_JR1,2017-07-22,986,3,0%,2900,110,1
POINTID_42,2018-07-14,AREAID_27,REGION_JR1,2017-09-09,1044,4,0%,2750,110,1
POINTID_34,2018-07-14,AREAID_27,REGION_JR1,2017-07-15,1547,5,0%,3950,65,3
POINTID_32,2018-07-14,AREAID_27,REGION_JR1,2017-07-22,1440,6,0%,4200,305,6
POINTID_62,2018-10-20,AREAID_13,REGION_JR2,2018-05-05,683,3,0%," 1,600 ", 145 , 17 
POINTID_103,2018-10-20,AREAID_18,REGION_JR2,2018-08-18,243,2,0%, 650 , 90 , 15 
POINTID_94,2018-10-20,AREAID_23,REGION_JR2,2018-07-28,516,3,0%," 1,350 ", 195 , 22 
POINTID_95,2018-10-20,AREAID_18,REGION_JR2,2018-08-11,434,3,0%," 1,150 ", 150 , 17 
POINTID_113,2018-10-20,AREAID_3,REGION_JR2,2018-09-29,82,2,0%, 200 , 110 , 19 
POINTID_64,2018-10-20,AREAID_13,REGION_JR2,2018-05-05,716,3,0%," 1,750 ", 210 , 24 
POINTID_40,2018-10-20,AREAID_14,REGION_JR2,2017-08-26,2089,6,0%-1%," 4,300 ", 135 , 7 
POINTID_63,2018-10-20,AREAID_13,REGION_JR2,2018-05-05,604,3,0%," 1,400 ", 85 , 10 
POINTID_93,2018-10-20,AREAID_23,REGION_JR2,2018-07-28,685,3,0%," 1,850 ", 255 , 29 
POINTID_31,2018-10-20,AREAID_14,REGION_JR2,2017-07-29,2482,7,0%," 4,900 ", 170 , 3 
POINTID_112,2018-10-20,AREAID_3,REGION_JR2,2018-09-29,61,1,0%, 150 , 115 , 39 
POINTID_39,2018-10-20,AREAID_14,REGION_JR2,2017-08-19,2163,5,0%," 4,750 ", 135 , 3 
POINTID_30,2018-10-20,AREAID_14,REGION_JR2,2017-07-29,2695,7,0%," 6,100 ", 320 , 6 
POINTID_96,2018-10-20,AREAID_18,REGION_JR2,2018-08-18,214,2,0%, 550 , 80 , 14 
POINTID_109,2018-10-20,AREAID_13,REGION_JR2,2018-09-08,207,2,0%, 550 , 60 , 11 
POINTID_29,2018-10-20,AREAID_14,REGION_JR2,2017-07-29,2787,8,0%," 6,250 ", 170 , 5 
POINTID_62,2018-10-13,AREAID_13,REGION_JR2,2018-05-05,635,3,0%,1500,115,13
POINTID_109,2018-10-13,AREAID_13,REGION_JR2,2018-09-08,186,2,0%,500,120,21
POINTID_95,2018-10-13,AREAID_18,REGION_JR2,2018-08-11,384,3,0%,1050,95,11
POINTID_93,2018-10-13,AREAID_23,REGION_JR2,2018-07-28,599,3,0%,1600,245,28
POINTID_64,2018-10-13,AREAID_13,REGION_JR2,2018-05-05,646,3,0%,1550,135,15
POINTID_94,2018-10-13,AREAID_23,REGION_JR2,2018-07-28,451,3,0%,1200,110,19
POINTID_29,2018-10-13,AREAID_14,REGION_JR2,2017-07-29,2778,8,0%,6350,225,7
POINTID_96,2018-10-13,AREAID_18,REGION_JR2,2018-08-18,187,2,0%,500,25,9
POINTID_103,2018-10-13,AREAID_18,REGION_JR2,2018-08-18,213,2,0%,550,85,29
POINTID_39,2018-10-13,AREAID_14,REGION_JR2,2017-08-19,2157,5,0%,4800,230,4
POINTID_40,2018-10-13,AREAID_14,REGION_JR2,2017-08-26,2067,6,0%,4300,160,5
