branch,cutoff_date,area,region,first_date_disbursement,active_borrowers,active_agent,deliquency_rate, outstanding , weekly_disbursement , weekly_new_borrower_per_bp 
POINTID_63,2018-10-13,AREAID_13,REGION_JR2,2018-05-05,575,3,0%,1350,60,10
POINTID_113,2018-10-13,AREAID_3,REGION_JR2,2018-09-29,45,2,0%,100,105,18
POINTID_31,2018-10-13,AREAID_14,REGION_JR2,2017-07-29,2485,5,0%,4900,85,3
POINTID_30,2018-10-13,AREAID_14,REGION_JR2,2017-07-29,2655,7,0%,6050,225,1
POINTID_112,2018-10-13,AREAID_3,REGION_JR2,2018-09-29,22,1,0%,50,10,2
POINTID_62,2018-10-06,AREAID_13,REGION_JR2,2018-05-05,597,3,0%,1400,85,10
POINTID_94,2018-10-06,AREAID_23,REGION_JR2,2018-07-28,414,3,0%,1100,60,20
POINTID_109,2018-10-06,AREAID_13,REGION_JR2,2018-09-08,145,2,0%,400,125,22
POINTID_96,2018-10-06,AREAID_18,REGION_JR2,2018-08-18,178,2,0%,450,10,2
POINTID_39,2018-10-06,AREAID_14,REGION_JR2,2017-08-19,2150,5,0%,4800,150,2
POINTID_40,2018-10-06,AREAID_14,REGION_JR2,2017-08-26,2051,6,0%,4350,45,3
POINTID_93,2018-10-06,AREAID_23,REGION_JR2,2018-07-28,516,3,0%,1400,125,15
POINTID_113,2018-10-06,AREAID_3,REGION_JR2,2018-09-29,8,1,0%,0,20,8
POINTID_30,2018-10-06,AREAID_14,REGION_JR2,2017-07-29,2671,7,0%,6050,185,3
POINTID_31,2018-10-06,AREAID_14,REGION_JR2,2017-07-29,2477,5,0%,5050,45,2
POINTID_112,2018-10-06,AREAID_3,REGION_JR2,2018-09-29,18,1,0%,50,50,9
POINTID_95,2018-10-06,AREAID_18,REGION_JR2,2018-08-11,352,3,0%,950,110,13
POINTID_64,2018-10-06,AREAID_13,REGION_JR2,2018-05-05,601,3,0%,1450,100,12
POINTID_29,2018-10-06,AREAID_14,REGION_JR2,2017-07-29,2743,7,0%,6350,195,7
POINTID_63,2018-10-06,AREAID_13,REGION_JR2,2018-05-05,555,3,0%,1350,15,6
POINTID_103,2018-10-06,AREAID_18,REGION_JR2,2018-08-18,184,2,0%,500,50,9
POINTID_39,2018-09-29,AREAID_14,REGION_JR2,2017-08-19,2148,5,0%,4800,205,7
POINTID_30,2018-09-29,AREAID_14,REGION_JR2,2017-07-29,2669,7,0%,6100,555,4
POINTID_109,2018-09-29,AREAID_13,REGION_JR2,2018-09-08,102,2,0%,300,165,28
POINTID_95,2018-09-29,AREAID_18,REGION_JR2,2018-08-11,314,3,0%,850,195,22
POINTID_94,2018-09-29,AREAID_23,REGION_JR2,2018-07-28,394,3,0%,1050,30,4
POINTID_103,2018-09-29,AREAID_18,REGION_JR2,2018-08-18,167,2,0%,450,150,26
POINTID_29,2018-09-29,AREAID_14,REGION_JR2,2017-07-29,2711,8,0%,6400,280,5
POINTID_93,2018-09-29,AREAID_23,REGION_JR2,2018-07-28,474,3,0%,1300,275,31
POINTID_63,2018-09-29,AREAID_13,REGION_JR2,2018-05-05,549,3,0%,1350,230,26
POINTID_64,2018-09-29,AREAID_13,REGION_JR2,2018-05-05,567,3,0%,1400,225,26
POINTID_40,2018-09-29,AREAID_14,REGION_JR2,2017-08-26,2047,6,0%,4450,275,10
POINTID_62,2018-09-29,AREAID_13,REGION_JR2,2018-05-05,568,3,0%,1350,235,27
POINTID_31,2018-09-29,AREAID_14,REGION_JR2,2017-07-29,2474,6,0%,5200,460,6
POINTID_96,2018-09-29,AREAID_18,REGION_JR2,2018-08-18,174,2,0%,450,80,14
POINTID_64,2018-09-22,AREAID_13,REGION_JR2,2018-05-05,491,3,0%,1200,110,13
POINTID_39,2018-09-22,AREAID_14,REGION_JR2,2017-08-19,2121,5,0%,4800,205,4
POINTID_94,2018-09-22,AREAID_23,REGION_JR2,2018-07-28,384,3,0%,1050,190,22
POINTID_62,2018-09-22,AREAID_13,REGION_JR2,2018-05-05,489,3,0%,1150,100,18
POINTID_29,2018-09-22,AREAID_14,REGION_JR2,2017-07-29,2681,7,0%,6300,280,5
POINTID_63,2018-09-22,AREAID_13,REGION_JR2,2018-05-05,472,3,0%,1150,140,16
POINTID_96,2018-09-22,AREAID_18,REGION_JR2,2018-08-18,146,2,0%,400,100,17
POINTID_109,2018-09-22,AREAID_13,REGION_JR2,2018-09-08,46,2,0%,100,90,16
POINTID_31,2018-09-22,AREAID_14,REGION_JR2,2017-07-29,2444,6,0%,4950,100,4
POINTID_103,2018-09-22,AREAID_18,REGION_JR2,2018-08-18,116,2,0%,300,90,15
POINTID_40,2018-09-22,AREAID_14,REGION_JR2,2017-08-26,2010,6,0%,4350,50,0
POINTID_95,2018-09-22,AREAID_18,REGION_JR2,2018-08-11,248,3,0%,700,185,21
POINTID_93,2018-09-22,AREAID_23,REGION_JR2,2018-07-28,382,2,0%,1050,105,18
POINTID_30,2018-09-22,AREAID_14,REGION_JR2,2017-07-29,2643,8,0%,5850,125,1
POINTID_64,2018-09-15,AREAID_13,REGION_JR2,2018-05-05,454,2,0%,1100,100,17
POINTID_63,2018-09-15,AREAID_13,REGION_JR2,2018-05-05,425,3,0%,1000,100,12
POINTID_29,2018-09-15,AREAID_14,REGION_JR2,2017-07-29,2656,7,0%,6250,295,7
POINTID_95,2018-09-15,AREAID_18,REGION_JR2,2018-08-11,186,2,0%,500,115,20
POINTID_39,2018-09-15,AREAID_14,REGION_JR2,2017-08-19,2113,5,0%,4800,185,5
POINTID_62,2018-09-15,AREAID_13,REGION_JR2,2018-05-05,454,2,0%,1100,50,17
POINTID_31,2018-09-15,AREAID_14,REGION_JR2,2017-07-29,2426,6,0%,5050,95,5
POINTID_30,2018-09-15,AREAID_14,REGION_JR2,2017-07-29,2651,7,0%,5950,355,6
POINTID_103,2018-09-15,AREAID_18,REGION_JR2,2018-08-18,86,1,0%,200,75,26
POINTID_40,2018-09-15,AREAID_14,REGION_JR2,2017-08-26,2013,6,0%,4450,175,6
POINTID_93,2018-09-15,AREAID_23,REGION_JR2,2018-07-28,348,2,0%,950,185,31
POINTID_94,2018-09-15,AREAID_23,REGION_JR2,2018-07-28,321,3,0%,900,300,34
POINTID_96,2018-09-15,AREAID_18,REGION_JR2,2018-08-18,112,2,0%,300,95,16
POINTID_109,2018-09-15,AREAID_13,REGION_JR2,2018-09-08,15,1,0%,0,45,15
POINTID_62,2018-09-08,AREAID_13,REGION_JR2,2018-05-05,436,2,0%,1050,55,19
POINTID_94,2018-09-08,AREAID_23,REGION_JR2,2018-07-28,221,3,0%,600,185,21
POINTID_40,2018-09-08,AREAID_14,REGION_JR2,2017-08-26,1988,6,0%,4450,110,4
POINTID_103,2018-09-08,AREAID_18,REGION_JR2,2018-08-18,60,1,0%,150,45,16
POINTID_96,2018-09-08,AREAID_18,REGION_JR2,2018-08-18,80,2,0%,200,5,3
POINTID_39,2018-09-08,AREAID_14,REGION_JR2,2017-08-19,2106,5,0%,4800,65,3
POINTID_29,2018-09-08,AREAID_14,REGION_JR2,2017-07-29,2626,8,0%,6200,300,6
POINTID_95,2018-09-08,AREAID_18,REGION_JR2,2018-08-11,147,2,0%,400,115,20
POINTID_31,2018-09-08,AREAID_14,REGION_JR2,2017-07-29,2406,6,0%,5150,85,3
POINTID_30,2018-09-08,AREAID_14,REGION_JR2,2017-07-29,2626,7,0%,5800,200,4
POINTID_63,2018-09-08,AREAID_13,REGION_JR2,2018-05-05,391,2,0%,950,0,
POINTID_93,2018-09-08,AREAID_23,REGION_JR2,2018-07-28,286,2,0%,800,175,30
POINTID_64,2018-09-08,AREAID_13,REGION_JR2,2018-05-05,420,2,0%,1050,65,12
POINTID_63,2018-09-01,AREAID_13,REGION_JR2,2018-05-05,391,3,0%,950,15,6
POINTID_103,2018-09-01,AREAID_18,REGION_JR2,2018-08-18,44,1,0%,100,10,4
POINTID_94,2018-09-01,AREAID_23,REGION_JR2,2018-07-28,158,3,0%,450,40,7
POINTID_29,2018-09-01,AREAID_14,REGION_JR2,2017-07-29,2597,7,0%,6100,155,4
POINTID_95,2018-09-01,AREAID_18,REGION_JR2,2018-08-11,108,2,0%,300,75,13
POINTID_39,2018-09-01,AREAID_14,REGION_JR2,2017-08-19,2095,5,0%,4900,190,10
POINTID_62,2018-09-01,AREAID_13,REGION_JR2,2018-05-05,418,2,0%,1000,50,10
POINTID_30,2018-09-01,AREAID_14,REGION_JR2,2017-07-29,2630,7,0%,5850,295,6
POINTID_96,2018-09-01,AREAID_18,REGION_JR2,2018-08-18,77,2,0%,200,120,20
POINTID_31,2018-09-01,AREAID_14,REGION_JR2,2017-07-29,2402,6,0%,5250,90,4
POINTID_93,2018-09-01,AREAID_23,REGION_JR2,2018-07-28,227,2,0%,600,45,8
POINTID_40,2018-09-01,AREAID_14,REGION_JR2,2017-08-26,1970,6,0%,4500,180,9
POINTID_64,2018-09-01,AREAID_13,REGION_JR2,2018-05-05,397,2,0%,1000,60,10
POINTID_62,2018-08-25,AREAID_13,REGION_JR2,2018-05-05,399,2,0%,1000,55,19
POINTID_40,2018-08-25,AREAID_14,REGION_JR2,2017-08-26,1928,6,0%,4500,110,4
POINTID_95,2018-08-25,AREAID_18,REGION_JR2,2018-08-11,82,2,0%,200,195,33
POINTID_31,2018-08-25,AREAID_14,REGION_JR2,2017-07-29,2389,6,0%,5350,325,13
POINTID_39,2018-08-25,AREAID_14,REGION_JR2,2017-08-19,2047,5,0%,4900,125,8
POINTID_96,2018-08-25,AREAID_18,REGION_JR2,2018-08-18,37,2,0%,100,110,19
POINTID_64,2018-08-25,AREAID_13,REGION_JR2,2018-05-05,377,2,0%,950,30,5
POINTID_93,2018-08-25,AREAID_23,REGION_JR2,2018-07-28,212,2,0%,600,105,18
POINTID_29,2018-08-25,AREAID_14,REGION_JR2,2017-07-29,2590,7,0%,6150,275,7
POINTID_63,2018-08-25,AREAID_13,REGION_JR2,2018-05-05,385,2,0%,950,95,17
POINTID_94,2018-08-25,AREAID_23,REGION_JR2,2018-07-28,144,3,0%,400,135,23
POINTID_30,2018-08-25,AREAID_14,REGION_JR2,2017-07-29,2588,7,0%,5800,290,6
POINTID_103,2018-08-25,AREAID_18,REGION_JR2,2018-08-18,40,1,0%,100,120,40
POINTID_64,2018-08-18,AREAID_13,REGION_JR2,2018-05-05,367,2,0%,950,35,7
POINTID_62,2018-08-18,AREAID_13,REGION_JR2,2018-05-05,380,2,0%,950,70,12
POINTID_63,2018-08-18,AREAID_13,REGION_JR2,2018-05-05,352,2,0%,900,65,11
POINTID_30,2018-08-18,AREAID_14,REGION_JR2,2017-07-29,2560,7,0%,5700,310,11
POINTID_31,2018-08-18,AREAID_14,REGION_JR2,2017-07-29,2312,6,0%,5200,240,10
POINTID_39,2018-08-18,AREAID_14,REGION_JR2,2017-08-19,2013,5,0%,4950,220,10
POINTID_93,2018-08-18,AREAID_23,REGION_JR2,2018-07-28,176,2,0%,500,255,43
POINTID_29,2018-08-18,AREAID_14,REGION_JR2,2017-07-29,2544,7,0%,6050,365,13
POINTID_40,2018-08-18,AREAID_14,REGION_JR2,2017-08-26,1910,6,0%,4550,210,6
POINTID_95,2018-08-18,AREAID_18,REGION_JR2,2018-08-11,16,1,0%,0,45,16
POINTID_94,2018-08-18,AREAID_23,REGION_JR2,2018-07-28,99,1,0%,250,50,17
POINTID_62,2018-08-11,AREAID_13,REGION_JR2,2018-05-05,356,2,0%,900,155,26
POINTID_63,2018-08-11,AREAID_13,REGION_JR2,2018-05-05,330,2,0%,850,110,19
POINTID_93,2018-08-11,AREAID_23,REGION_JR2,2018-07-28,91,2,0%,250,165,28
POINTID_31,2018-08-11,AREAID_14,REGION_JR2,2017-07-29,2254,7,0%,5150,150,8
POINTID_29,2018-08-11,AREAID_14,REGION_JR2,2017-07-29,2473,7,0%,5900,120,4
POINTID_40,2018-08-11,AREAID_14,REGION_JR2,2017-08-26,1874,6,0%,4500,125,8
POINTID_39,2018-08-11,AREAID_14,REGION_JR2,2017-08-19,1955,6,0%,4900,185,9
POINTID_94,2018-08-11,AREAID_23,REGION_JR2,2018-07-28,82,1,0%,200,130,45
POINTID_64,2018-08-11,AREAID_13,REGION_JR2,2018-05-05,354,2,0%,950,180,31
POINTID_30,2018-08-11,AREAID_14,REGION_JR2,2017-07-29,2523,8,0%,5650,160,3
POINTID_40,2018-08-04,AREAID_14,REGION_JR2,2017-08-26,1843,7,0%,4500,45,1
POINTID_30,2018-08-04,AREAID_14,REGION_JR2,2017-07-29,2506,8,0%,5650,370,10
POINTID_31,2018-08-04,AREAID_14,REGION_JR2,2017-07-29,2217,7,0%,5200,120,6
POINTID_39,2018-08-04,AREAID_14,REGION_JR2,2017-08-19,1903,6,0%,4850,75,5
POINTID_94,2018-08-04,AREAID_23,REGION_JR2,2018-07-28,37,1,0%,100,110,37
POINTID_63,2018-08-04,AREAID_13,REGION_JR2,2018-05-05,292,2,0%,750,5,2
POINTID_64,2018-08-04,AREAID_13,REGION_JR2,2018-05-05,293,2,0%,750,20,8
POINTID_62,2018-08-04,AREAID_13,REGION_JR2,2018-05-05,304,2,0%,750,45,8
POINTID_29,2018-08-04,AREAID_14,REGION_JR2,2017-07-29,2458,8,0%,5950,250,11
POINTID_93,2018-08-04,AREAID_23,REGION_JR2,2018-07-28,36,2,0%,100,105,18
POINTID_64,2018-07-28,AREAID_13,REGION_JR2,2018-05-05,285,2,0%,750,110,19
POINTID_63,2018-07-28,AREAID_13,REGION_JR2,2018-05-05,290,2,0%,750,100,18
POINTID_31,2018-07-28,AREAID_14,REGION_JR2,2017-07-29,2181,6,0%,5250,260,9
POINTID_29,2018-07-28,AREAID_14,REGION_JR2,2017-07-29,2394,6,0%,5850,430,12
POINTID_40,2018-07-28,AREAID_14,REGION_JR2,2017-08-26,1837,8,0%,4600,545,9
POINTID_39,2018-07-28,AREAID_14,REGION_JR2,2017-08-19,1883,6,0%,4950,450,4
POINTID_62,2018-07-28,AREAID_13,REGION_JR2,2018-05-05,288,2,0%,750,110,19
POINTID_30,2018-07-28,AREAID_14,REGION_JR2,2017-07-29,2455,6,0%,5500,515,15
POINTID_39,2018-07-21,AREAID_14,REGION_JR2,2017-08-19,1865,6,0%,4750,325,3
POINTID_64,2018-07-21,AREAID_13,REGION_JR2,2018-05-05,248,2,0%,650,150,26
POINTID_40,2018-07-21,AREAID_14,REGION_JR2,2017-08-26,1776,8,0%,4300,280,5
POINTID_63,2018-07-21,AREAID_13,REGION_JR2,2018-05-05,255,2,0%,700,195,33
POINTID_30,2018-07-21,AREAID_14,REGION_JR2,2017-07-29,2381,6,0%,5200,155,6
POINTID_31,2018-07-21,AREAID_14,REGION_JR2,2017-07-29,2130,6,0%,5150,175,7
POINTID_29,2018-07-21,AREAID_14,REGION_JR2,2017-07-29,2337,7,0%,5650,425,15
POINTID_62,2018-07-21,AREAID_13,REGION_JR2,2018-05-05,250,2,0%,650,100,18
POINTID_40,2018-07-14,AREAID_14,REGION_JR2,2017-08-26,1747,7,0%,4200,230,5
POINTID_64,2018-07-14,AREAID_13,REGION_JR2,2018-05-05,197,2,0%,500,45,16
POINTID_31,2018-07-14,AREAID_14,REGION_JR2,2017-07-29,2084,6,0%,5150,280,5
POINTID_62,2018-07-14,AREAID_13,REGION_JR2,2018-05-05,215,2,0%,550,50,17
POINTID_29,2018-07-14,AREAID_14,REGION_JR2,2017-07-29,2265,7,0%,5450,150,2
POINTID_63,2018-07-14,AREAID_13,REGION_JR2,2018-05-05,190,2,0%,500,25,9
POINTID_39,2018-07-14,AREAID_14,REGION_JR2,2017-08-19,1852,6,0%,4650,110,2
POINTID_30,2018-07-14,AREAID_14,REGION_JR2,2017-07-29,2346,6,0%,5250,125,2
POINTID_39,2018-07-07,AREAID_14,REGION_JR2,2017-08-19,1844,7,0%,4700,130,0
POINTID_40,2018-07-07,AREAID_14,REGION_JR2,2017-08-26,1726,7,0%,4150,115,1
POINTID_30,2018-07-07,AREAID_14,REGION_JR2,2017-07-29,2334,6,0%,5300,55,0
POINTID_29,2018-07-07,AREAID_14,REGION_JR2,2017-07-29,2257,7,0%,5500,65,1
POINTID_63,2018-07-07,AREAID_13,REGION_JR2,2018-05-05,181,2,0%,500,0,
POINTID_64,2018-07-07,AREAID_13,REGION_JR2,2018-05-05,181,2,0%,500,0,
POINTID_62,2018-07-07,AREAID_13,REGION_JR2,2018-05-05,198,2,0%,500,50,18
POINTID_31,2018-07-07,AREAID_14,REGION_JR2,2017-07-29,2060,6,0%,5050,125,3
POINTID_40,2018-06-30,AREAID_14,REGION_JR2,2017-08-26,1725,7,0%,4150,30,1
POINTID_29,2018-06-30,AREAID_14,REGION_JR2,2017-07-29,2258,8,0%,5600,130,2
POINTID_31,2018-06-30,AREAID_14,REGION_JR2,2017-07-29,2040,6,0%,5050,165,4
POINTID_63,2018-06-30,AREAID_13,REGION_JR2,2018-05-05,181,2,0%,500,35,7
POINTID_39,2018-06-30,AREAID_14,REGION_JR2,2017-08-19,1844,5,0%,4750,110,0
POINTID_62,2018-06-30,AREAID_13,REGION_JR2,2018-05-05,180,2,0%,450,30,5
POINTID_64,2018-06-30,AREAID_13,REGION_JR2,2018-05-05,181,2,0%,500,20,4
POINTID_30,2018-06-30,AREAID_14,REGION_JR2,2017-07-29,2336,6,0%,5450,50,2
POINTID_39,2018-06-23,AREAID_14,REGION_JR2,2017-08-19,1844,6,0%,4800,0,
POINTID_62,2018-06-23,AREAID_13,REGION_JR2,2018-05-05,170,2,0%,450,0,
POINTID_40,2018-06-23,AREAID_14,REGION_JR2,2017-08-26,1724,7,0%,4300,0,
POINTID_64,2018-06-23,AREAID_13,REGION_JR2,2018-05-05,173,2,0%,500,0,
POINTID_31,2018-06-23,AREAID_14,REGION_JR2,2017-07-29,2018,6,0%,5100,0,
POINTID_63,2018-06-23,AREAID_13,REGION_JR2,2018-05-05,168,2,0%,450,0,
POINTID_29,2018-06-23,AREAID_14,REGION_JR2,2017-07-29,2246,8,0%,5650,0,
POINTID_30,2018-06-23,AREAID_14,REGION_JR2,2017-07-29,2329,6,0%,5550,0,
POINTID_62,2018-06-09,AREAID_13,REGION_JR2,2018-05-05,170,2,0%,450,150,26
POINTID_64,2018-06-09,AREAID_13,REGION_JR2,2018-05-05,173,2,0%,500,130,22
POINTID_63,2018-06-09,AREAID_13,REGION_JR2,2018-05-05,168,2,0%,450,170,29
POINTID_39,2018-06-09,AREAID_14,REGION_JR2,2017-08-19,1844,6,0%,4800,740,3
POINTID_29,2018-06-09,AREAID_14,REGION_JR2,2017-07-29,2246,8,0%,5650,520,3
POINTID_40,2018-06-09,AREAID_14,REGION_JR2,2017-08-26,1724,7,0%,4300,305,6
POINTID_30,2018-06-09,AREAID_14,REGION_JR2,2017-07-29,2329,6,0%,5550,310,11
POINTID_31,2018-06-09,AREAID_14,REGION_JR2,2017-07-29,2018,6,0%,5100,755,15
POINTID_39,2018-06-02,AREAID_14,REGION_JR2,2017-08-19,1840,5,0%,4350,80,4
POINTID_40,2018-06-02,AREAID_14,REGION_JR2,2017-08-26,1696,7,0%,4150,75,2
POINTID_31,2018-06-02,AREAID_14,REGION_JR2,2017-07-29,1914,5,0%,4550,20,1
POINTID_30,2018-06-02,AREAID_14,REGION_JR2,2017-07-29,2265,6,0%,5450,340,6
POINTID_62,2018-06-02,AREAID_13,REGION_JR2,2018-05-05,119,2,0%,300,20,4
POINTID_63,2018-06-02,AREAID_13,REGION_JR2,2018-05-05,111,2,0%,300,15,3
POINTID_64,2018-06-02,AREAID_13,REGION_JR2,2018-05-05,129,2,0%,350,140,24
POINTID_29,2018-06-02,AREAID_14,REGION_JR2,2017-07-29,2230,7,0%,5450,265,8
POINTID_62,2018-05-26,AREAID_13,REGION_JR2,2018-05-05,112,2,0%,300,85,15
POINTID_29,2018-05-26,AREAID_14,REGION_JR2,2017-07-29,2194,8,0%,5350,600,14
POINTID_40,2018-05-26,AREAID_14,REGION_JR2,2017-08-26,1691,8,0%,4200,70,6
POINTID_31,2018-05-26,AREAID_14,REGION_JR2,2017-07-29,1910,6,0%,4650,195,5
POINTID_30,2018-05-26,AREAID_14,REGION_JR2,2017-07-29,2237,6,0%,5300,440,19
POINTID_39,2018-05-26,AREAID_14,REGION_JR2,2017-08-19,1819,6,0%,4450,150,3
POINTID_63,2018-05-26,AREAID_13,REGION_JR2,2018-05-05,105,2,0%,300,95,16
POINTID_64,2018-05-26,AREAID_13,REGION_JR2,2018-05-05,82,2,0%,200,110,19
POINTID_29,2018-05-19,AREAID_14,REGION_JR2,2017-07-29,2112,8,0%,5000,295,9
POINTID_62,2018-05-19,AREAID_13,REGION_JR2,2018-05-05,83,2,0%,200,130,24
POINTID_63,2018-05-19,AREAID_13,REGION_JR2,2018-05-05,73,2,0%,200,110,19
POINTID_39,2018-05-19,AREAID_14,REGION_JR2,2017-08-19,1805,6,0%,4450,355,9
POINTID_40,2018-05-19,AREAID_14,REGION_JR2,2017-08-26,1676,8,0%,4250,315,11
POINTID_31,2018-05-19,AREAID_14,REGION_JR2,2017-07-29,1875,6,0%,4600,420,13
POINTID_30,2018-05-19,AREAID_14,REGION_JR2,2017-07-29,2142,6,0%,5050,430,25
POINTID_64,2018-05-19,AREAID_13,REGION_JR2,2018-05-05,44,2,0%,100,50,9
POINTID_39,2018-05-12,AREAID_14,REGION_JR2,2017-08-19,1764,6,0%,4300,385,5
POINTID_63,2018-05-12,AREAID_13,REGION_JR2,2018-05-05,35,2,0%,100,105,18
POINTID_30,2018-05-12,AREAID_14,REGION_JR2,2017-07-29,2019,6,0%,4750,260,5
POINTID_40,2018-05-12,AREAID_14,REGION_JR2,2017-08-26,1624,8,0%,4100,445,12
POINTID_29,2018-05-12,AREAID_14,REGION_JR2,2017-07-29,2077,7,0%,4900,540,25
POINTID_62,2018-05-12,AREAID_13,REGION_JR2,2018-05-05,36,2,0%,100,100,18
POINTID_64,2018-05-12,AREAID_13,REGION_JR2,2018-05-05,26,2,0%,50,75,13
POINTID_31,2018-05-12,AREAID_14,REGION_JR2,2017-07-29,1801,6,0%,4350,380,9
POINTID_39,2018-05-05,AREAID_14,REGION_JR2,2017-08-19,1742,6,0%,4100,230,4
POINTID_40,2018-05-05,AREAID_14,REGION_JR2,2017-08-26,1564,7,0%,3800,295,14
POINTID_98,2018-10-20,AREAID_10,REGIONID_JT,2018-07-14,430,2,0%," 1,150 ", 110 , 19 
POINTID_85,2018-10-20,AREAID_22,REGIONID_JT,2018-08-04,385,2,0%," 1,050 ", 145 , 23 
POINTID_87,2018-10-20,AREAID_16,REGIONID_JT,2018-07-21,533,3,0%," 1,600 ", 235 , 24 
POINTID_54,2018-10-20,AREAID_24,REGIONID_JT,2017-11-11,1568,7,0%," 3,050 ", 305 , 9 
POINTID_57,2018-10-20,AREAID_24,REGIONID_JT,2017-11-11,1322,7,0%," 1,950 ", 160 , 10 
POINTID_56,2018-10-20,AREAID_24,REGIONID_JT,2017-11-11,1370,8,0%," 2,050 ", 135 , 8 
POINTID_59,2018-10-20,AREAID_25,REGIONID_JT,2018-05-05,639,3,0%," 1,550 ", 95 , 12 
POINTID_76,2018-10-20,AREAID_6,REGIONID_JT,2018-08-11,511,3,0%," 1,500 ", 210 , 22 
POINTID_53,2018-10-20,AREAID_24,REGIONID_JT,2017-11-11,1722,9,0%," 2,900 ", 235 , 7 
POINTID_86,2018-10-20,AREAID_19,REGIONID_JT,2018-07-21,351,3,0%, 950 , 90 , 11 
POINTID_16,2018-10-20,AREAID_8,REGIONID_JT,2017-03-25,2586,11,1%-2.5%," 6,150 ", 450 , -   
POINTID_10,2018-10-20,AREAID_8,REGIONID_JT,2016-09-10,1173,8,>10%," 2,250 ", 90 , 1 
POINTID_73,2018-10-20,AREAID_16,REGIONID_JT,2018-05-26,578,3,0%," 1,550 ", 115 , 13 
POINTID_55,2018-10-20,AREAID_24,REGIONID_JT,2017-11-04,1344,5,0%," 2,150 ", 155 , 2 
POINTID_61,2018-10-20,AREAID_25,REGIONID_JT,2018-07-21,374,3,0%," 1,000 ", 105 , 12 
POINTID_71,2018-10-20,AREAID_19,REGIONID_JT,2018-06-02,607,3,0%," 1,600 ", 85 , 9 
POINTID_8,2018-10-20,AREAID_30,REGIONID_JT,2016-09-03,2267,10,0%," 4,900 ", 375 , 7 
POINTID_88,2018-10-20,AREAID_10,REGIONID_JT,2018-09-08,176,2,0%, 500 , 125 , 21 
POINTID_107,2018-10-20,AREAID_22,REGIONID_JT,2018-08-25,153,2,0%, 400 , 65 , 11 
POINTID_77,2018-10-20,AREAID_6,REGIONID_JT,2018-07-14,438,2,0%," 1,200 ", 110 , 19 
POINTID_15,2018-10-20,AREAID_8,REGIONID_JT,2016-11-12,1832,10,>10%," 4,150 ", 75 , 2 
POINTID_60,2018-10-20,AREAID_25,REGIONID_JT,2018-04-28,693,3,0%," 1,750 ", 185 , 21 
POINTID_14,2018-10-20,AREAID_8,REGIONID_JT,2016-10-15,1486,8,>10%," 3,350 ", 115 , 2 
POINTID_75,2018-10-20,AREAID_6,REGIONID_JT,2018-05-26,631,2,0%," 1,650 ", 95 , 15 
POINTID_12,2018-10-20,AREAID_30,REGIONID_JT,2016-10-08,1442,9,0%-1%," 3,150 ", 70 , 2 
POINTID_9,2018-10-20,AREAID_31,REGIONID_JT,2016-09-17,1826,10,0%-1%," 3,750 ", 350 , 5 
POINTID_72,2018-10-20,AREAID_19,REGIONID_JT,2018-05-19,564,3,0%," 1,350 ", 60 , 7 
POINTID_74,2018-10-20,AREAID_16,REGIONID_JT,2018-07-07,658,4,0%," 1,900 ", 185 , 21 
POINTID_17,2018-10-20,AREAID_8,REGIONID_JT,2017-03-25,2655,12,0%," 5,550 ", 260 , 3 
POINTID_106,2018-10-20,AREAID_22,REGIONID_JT,2018-08-25,172,2,0%, 450 , 80 , 13 
POINTID_86,2018-10-13,AREAID_19,REGIONID_JT,2018-07-21,321,2,0%,850,65,12
POINTID_17,2018-10-13,AREAID_8,REGIONID_JT,2017-03-25,2684,11,0%,5550,130,2
POINTID_98,2018-10-13,AREAID_10,REGIONID_JT,2018-07-14,393,2,0%,1050,140,24
POINTID_106,2018-10-13,AREAID_22,REGIONID_JT,2018-08-25,146,2,0%,400,95,16
POINTID_57,2018-10-13,AREAID_24,REGIONID_JT,2017-11-11,1277,7,0%,1900,125,15
POINTID_74,2018-10-13,AREAID_16,REGIONID_JT,2018-07-07,595,4,0%,1750,290,24
POINTID_14,2018-10-13,AREAID_8,REGIONID_JT,2016-10-15,1489,8,>10%,3400,45,1
POINTID_56,2018-10-13,AREAID_24,REGIONID_JT,2017-11-11,1351,8,0%,2000,135,12
POINTID_72,2018-10-13,AREAID_19,REGIONID_JT,2018-05-19,543,3,0%,1300,60,7
POINTID_53,2018-10-13,AREAID_24,REGIONID_JT,2017-11-11,1686,8,0%,2800,80,3
POINTID_75,2018-10-13,AREAID_6,REGIONID_JT,2018-05-26,601,2,0%,1600,80,24
POINTID_12,2018-10-13,AREAID_30,REGIONID_JT,2016-10-08,1445,9,0%-1%,3200,110,5
POINTID_88,2018-10-13,AREAID_10,REGIONID_JT,2018-09-08,134,2,0%,350,50,9
POINTID_73,2018-10-13,AREAID_16,REGIONID_JT,2018-05-26,540,3,0%,1450,80,10
POINTID_85,2018-10-13,AREAID_22,REGIONID_JT,2018-08-04,339,2,0%,950,90,15
POINTID_55,2018-10-13,AREAID_24,REGIONID_JT,2017-11-04,1340,5,0%,2100,85,3
POINTID_77,2018-10-13,AREAID_6,REGIONID_JT,2018-07-14,401,2,0%,1100,100,17
POINTID_71,2018-10-13,AREAID_19,REGIONID_JT,2018-06-02,581,3,0%,1550,70,8
POINTID_10,2018-10-13,AREAID_8,REGIONID_JT,2016-09-10,1180,7,>10%,2250,145,4
